ground_truth,cpu_percent,memory_percent,memory_available_mb,disk_write_mbps,z_cpu,z_mem,z_memavl,z_disk,rolling_mean_cpu,cpu_rate_of_change,mem_drop_rate,disk_burst_flag,pem_score,pem_status,md_score,md_status,fault_type,severity_level
1,69.5,44.5,8768.6,323.697,31.586,1.8136,1.8401,66.3382,69.9,1.2,168.8,0,29.863,ANOMALY,70.1222,ANOMALY,CPU + Disk,CRITICAL
1,71.5,43.0,9004.9,529.065,32.5163,0.5424,0.5656,108.5082,69.94,2.0,-236.3,1,40.3315,ANOMALY,111.5094,ANOMALY,CPU + Disk,CRITICAL
1,69.8,45.6,8601.7,371.345,31.7256,2.7458,2.7403,76.1222,70.02,-1.7,403.2,0,32.6818,ANOMALY,79.2211,ANOMALY,CPU + Disk,CRITICAL
1,70.3,45.4,8633.2,379.877,31.9581,2.5763,2.5704,77.8741,69.88,0.5,-31.5,0,33.1535,ANOMALY,80.9821,ANOMALY,CPU + Disk,CRITICAL
1,68.3,43.3,8968.8,123.955,31.0279,0.7966,0.7603,25.3234,69.88,-2.0,-335.6,0,19.0208,ANOMALY,37.1435,ANOMALY,CPU + Disk,CRITICAL
1,69.7,43.5,8933.6,298.922,31.6791,0.9661,0.9502,61.2509,69.92,1.4,35.2,0,28.3225,ANOMALY,65.6702,ANOMALY,CPU + Disk,CRITICAL
1,71.0,45.0,8695.4,526.616,32.2837,2.2373,2.2349,108.0053,69.82,1.3,238.2,1,40.6979,ANOMALY,110.6494,ANOMALY,CPU + Disk,CRITICAL
1,70.5,45.7,8587.2,407.775,32.0512,2.8305,2.8185,83.6027,69.96,-0.5,108.2,1,34.7118,ANOMALY,86.4776,ANOMALY,CPU + Disk,CRITICAL
1,70.7,44.1,8837.0,336.172,32.1442,1.4746,1.4712,68.8998,70.04,0.2,-249.8,0,30.5987,ANOMALY,72.7508,ANOMALY,CPU + Disk,CRITICAL
1,68.0,44.8,8722.3,119.46,30.8884,2.0678,2.0898,24.4004,69.98,-2.7,114.7,0,19.1869,ANOMALY,36.2923,ANOMALY,CPU + Disk,CRITICAL
1,69.4,45.2,8666.4,301.448,31.5395,2.4068,2.3913,61.7696,69.92,1.4,55.9,0,28.9006,ANOMALY,65.7991,ANOMALY,CPU + Disk,CRITICAL
1,71.5,43.6,8918.8,528.647,32.5163,1.0508,1.03,108.4224,70.02,2.1,-252.4,1,40.4799,ANOMALY,111.3633,ANOMALY,CPU + Disk,CRITICAL
1,69.4,43.6,8915.0,358.427,31.5395,1.0508,1.0505,73.4696,69.8,-2.1,3.8,0,31.351,ANOMALY,76.9963,ANOMALY,CPU + Disk,CRITICAL
1,70.2,45.7,8580.3,385.176,31.9116,2.8305,2.8557,78.9622,69.7,0.8,334.7,0,33.5047,ANOMALY,81.9439,ANOMALY,CPU + Disk,CRITICAL
1,68.6,43.6,8917.5,125.753,31.1674,1.0508,1.037,25.6926,69.82,-1.6,-337.2,0,19.2579,ANOMALY,37.3814,ANOMALY,CPU + Disk,CRITICAL
1,69.8,45.8,8572.1,358.546,31.7256,2.9153,2.8999,73.494,69.9,1.2,345.4,0,32.0841,ANOMALY,76.6959,ANOMALY,CPU + Disk,CRITICAL
1,71.2,45.5,8607.8,466.668,32.3767,2.661,2.7074,95.6957,69.84,1.4,-35.7,1,37.8222,ANOMALY,98.3404,ANOMALY,CPU + Disk,CRITICAL
1,71.4,44.5,8765.6,546.07,32.4698,1.8136,1.8563,112.0,70.24,0.2,-157.8,1,41.6376,ANOMALY,114.7084,ANOMALY,CPU + Disk,CRITICAL
1,69.4,44.8,8722.1,203.83,31.5395,2.0678,2.0909,41.7248,70.08,-2.0,43.5,0,23.7788,ANOMALY,48.5595,ANOMALY,CPU + Disk,CRITICAL
1,68.5,45.6,8600.8,219.725,31.1209,2.7458,2.7451,44.9887,70.06,-0.9,121.3,0,24.6566,ANOMALY,50.8694,ANOMALY,CPU + Disk,CRITICAL
1,69.4,43.3,8964.3,312.731,31.5395,0.7966,0.7846,64.0864,69.98,0.9,-363.5,0,28.9162,ANOMALY,68.2639,ANOMALY,CPU + Disk,CRITICAL
1,70.6,44.2,8820.7,415.909,32.0977,1.5593,1.5591,85.2729,69.86,1.2,143.6,1,34.7031,ANOMALY,88.3524,ANOMALY,CPU + Disk,CRITICAL
1,70.3,43.9,8864.6,474.019,31.9581,1.3051,1.3223,97.2051,69.64,-0.3,-43.9,1,37.5473,ANOMALY,100.0626,ANOMALY,CPU + Disk,CRITICAL
1,70.0,43.2,8973.4,267.996,31.8186,0.7119,0.7355,54.9006,69.76,-0.3,-108.8,0,26.71,ANOMALY,60.0483,ANOMALY,CPU + Disk,CRITICAL
1,68.1,44.9,8705.0,149.319,30.9349,2.1525,2.1831,30.5316,69.68,-1.9,268.4,0,20.7709,ANOMALY,40.023,ANOMALY,CPU + Disk,CRITICAL
1,69.5,44.4,8792.1,274.883,31.586,1.7288,1.7133,56.3148,69.7,1.4,-87.1,0,27.3182,ANOMALY,61.0214,ANOMALY,CPU + Disk,CRITICAL
1,70.8,45.6,8595.5,515.869,32.1907,2.7458,2.7737,105.7986,69.74,1.3,196.6,1,40.2967,ANOMALY,108.3107,ANOMALY,CPU + Disk,CRITICAL
1,71.0,44.7,8743.6,345.691,32.2837,1.9831,1.9749,70.8544,69.88,0.2,-148.1,0,31.3212,ANOMALY,74.5179,ANOMALY,CPU + Disk,CRITICAL
1,70.6,44.8,8717.3,391.394,32.0977,2.0678,2.1168,80.239,70.0,-0.4,26.3,0,33.6397,ANOMALY,83.3601,ANOMALY,CPU + Disk,CRITICAL
1,70.4,45.0,8696.1,390.88,32.0047,2.2373,2.2311,80.1335,70.46,-0.2,21.2,0,33.6183,ANOMALY,83.2302,ANOMALY,CPU + Disk,CRITICAL
1,70.2,44.9,8702.6,384.87,31.9116,2.1525,2.1961,78.8994,70.6,-0.2,-6.5,0,33.2581,ANOMALY,82.0163,ANOMALY,CPU + Disk,CRITICAL
1,68.9,45.4,8636.1,207.2,31.307,2.5763,2.5547,42.4168,70.22,-1.3,66.5,0,24.0287,ANOMALY,48.9146,ANOMALY,CPU + Disk,CRITICAL
1,72.1,45.1,8671.1,670.633,32.7953,2.322,2.3659,137.5776,70.44,3.2,-35.0,1,48.3406,ANOMALY,140.3945,ANOMALY,CPU + Disk,CRITICAL
1,69.0,43.1,8997.4,129.482,31.3535,0.6271,0.6061,26.4583,70.12,-3.1,-326.3,0,19.3755,ANOMALY,38.0482,ANOMALY,CPU + Disk,CRITICAL
1,69.7,44.2,8826.0,325.531,31.6791,1.5593,1.5305,66.7148,69.98,0.7,171.4,0,29.8961,ANOMALY,70.5998,ANOMALY,CPU + Disk,CRITICAL
1,70.2,43.3,8967.4,442.191,31.9116,0.7966,0.7679,90.6696,69.98,0.5,-141.4,1,35.7108,ANOMALY,93.7896,ANOMALY,CPU + Disk,CRITICAL
1,68.8,43.2,8982.7,199.348,31.2605,0.7119,0.6853,40.8045,69.96,-1.4,-15.3,0,22.9545,ANOMALY,47.9917,ANOMALY,CPU + Disk,CRITICAL
1,71.8,44.3,8802.7,617.412,32.6558,1.6441,1.6562,126.6493,69.9,3.0,180.0,1,45.3043,ANOMALY,129.4985,ANOMALY,CPU + Disk,CRITICAL
1,68.4,44.5,8769.7,104.541,31.0744,1.8136,1.8342,21.337,69.78,-3.4,33.0,0,18.406,ANOMALY,34.9224,ANOMALY,CPU + Disk,CRITICAL
1,69.8,45.6,8597.0,324.053,31.7256,2.7458,2.7656,66.4113,69.8,1.4,172.7,0,30.261,ANOMALY,70.0436,ANOMALY,CPU + Disk,CRITICAL
1,70.4,45.9,8554.0,491.86,32.0047,3.0,2.9975,100.8686,69.84,0.6,43.0,1,39.069,ANOMALY,103.3666,ANOMALY,CPU + Disk,CRITICAL
1,69.0,44.5,8779.6,240.826,31.3535,1.8136,1.7808,49.3216,69.88,-1.4,-225.6,0,25.5066,ANOMALY,54.827,ANOMALY,CPU + Disk,CRITICAL
1,71.9,43.0,9001.5,536.194,32.7023,0.5424,0.5839,109.9721,69.9,2.9,-221.9,1,40.7783,ANOMALY,112.9779,ANOMALY,CPU + Disk,CRITICAL
1,67.9,43.3,8968.1,103.224,30.8419,0.7966,0.7641,21.0665,69.8,-4.0,33.4,0,17.8822,ANOMALY,34.7759,ANOMALY,CPU + Disk,CRITICAL
1,69.8,44.3,8809.1,322.882,31.7256,1.6441,1.6216,66.1708,69.8,1.9,159.0,0,29.8084,ANOMALY,70.0788,ANOMALY,CPU + Disk,CRITICAL
1,71.0,45.4,8629.3,515.376,32.2837,2.5763,2.5914,105.6973,69.92,1.2,179.8,1,40.2448,ANOMALY,108.2634,ANOMALY,CPU + Disk,CRITICAL
1,68.8,45.2,8662.4,185.712,31.2605,2.4068,2.4129,38.0045,69.88,-2.2,-33.1,0,22.8498,ANOMALY,45.464,ANOMALY,CPU + Disk,CRITICAL
1,71.8,44.7,8741.4,565.901,32.6558,1.9831,1.9868,116.0721,69.86,3.0,-79.0,1,42.7757,ANOMALY,118.7975,ANOMALY,CPU + Disk,CRITICAL
1,68.5,45.0,8697.0,105.792,31.1209,2.2373,2.2263,21.5938,69.98,-3.3,44.4,0,18.6299,ANOMALY,34.9957,ANOMALY,CPU + Disk,CRITICAL
1,69.9,43.8,8889.1,348.55,31.7721,1.2203,1.1902,71.4415,70.0,1.4,-192.1,0,30.9963,ANOMALY,75.1329,ANOMALY,CPU + Disk,CRITICAL
1,71.6,44.9,8707.3,517.862,32.5628,2.1525,2.1707,106.2078,70.12,1.7,181.8,1,40.3368,ANOMALY,108.8861,ANOMALY,CPU + Disk,CRITICAL
1,70.2,42.7,9050.2,418.142,31.9116,0.2881,0.3213,85.7314,70.4,-1.4,-342.9,1,34.3099,ANOMALY,89.0196,ANOMALY,CPU + Disk,CRITICAL
1,70.7,45.3,8650.7,368.248,32.1442,2.4915,2.476,75.4862,70.18,0.5,399.5,0,32.6013,ANOMALY,78.7711,ANOMALY,CPU + Disk,CRITICAL
1,69.4,45.1,8676.5,283.431,31.5395,2.322,2.3368,58.07,70.36,-1.3,-25.8,0,27.9512,ANOMALY,62.436,ANOMALY,CPU + Disk,CRITICAL
1,70.4,45.1,8673.2,384.228,32.0047,2.322,2.3546,78.7676,70.46,1.0,3.3,0,33.3179,ANOMALY,81.8757,ANOMALY,CPU + Disk,CRITICAL
1,70.1,44.2,8812.7,263.489,31.8651,1.5593,1.6022,53.9752,70.16,-0.3,-139.5,0,26.8006,ANOMALY,59.078,ANOMALY,CPU + Disk,CRITICAL
1,71.4,44.7,8738.9,591.302,32.4698,1.9831,2.0003,121.2879,70.4,1.3,73.8,1,44.01,ANOMALY,124.0081,ANOMALY,CPU + Disk,CRITICAL
1,68.8,44.5,8772.8,183.024,31.2605,1.8136,1.8174,37.4526,70.02,-2.6,-33.9,0,22.5034,ANOMALY,45.1584,ANOMALY,CPU + Disk,CRITICAL
1,69.2,43.9,8860.2,273.257,31.4465,1.3051,1.346,55.9809,69.98,0.4,-87.4,0,27.0449,ANOMALY,60.7474,ANOMALY,CPU + Disk,CRITICAL
1,69.7,45.9,8552.8,352.87,31.6791,3.0,3.004,72.3285,69.84,0.5,307.4,0,31.8052,ANOMALY,75.5435,ANOMALY,CPU + Disk,CRITICAL
1,69.7,44.4,8794.9,336.399,31.6791,1.7288,1.6982,68.9464,69.76,0.0,-242.1,0,30.5133,ANOMALY,72.6531,ANOMALY,CPU + Disk,CRITICAL
1,72.0,43.4,8948.9,645.24,32.7488,0.8814,0.8676,132.3634,69.88,2.3,-154.0,1,46.4989,ANOMALY,135.4701,ANOMALY,CPU + Disk,CRITICAL
1,68.4,43.8,8884.8,112.667,31.0744,1.2203,1.2134,23.0055,69.8,-3.6,64.1,0,18.6082,ANOMALY,35.8205,ANOMALY,CPU + Disk,CRITICAL
1,70.0,45.2,8660.0,335.865,31.8186,2.4068,2.4258,68.8368,69.96,1.6,224.8,0,30.7857,ANOMALY,72.3985,ANOMALY,CPU + Disk,CRITICAL
1,71.1,43.6,8911.6,525.44,32.3302,1.0508,1.0688,107.7639,70.24,1.1,-251.6,1,40.2471,ANOMALY,110.6414,ANOMALY,CPU + Disk,CRITICAL
1,70.3,45.8,8573.2,456.21,31.9581,2.9153,2.894,93.5483,70.36,-0.8,338.4,1,37.1907,ANOMALY,96.1705,ANOMALY,CPU + Disk,CRITICAL
1,69.9,43.0,9013.1,292.218,31.7721,0.5424,0.5214,59.8743,69.94,-0.4,-439.9,0,27.8673,ANOMALY,64.5498,ANOMALY,CPU + Disk,CRITICAL
1,70.0,45.8,8559.0,381.881,31.8186,2.9153,2.9706,78.2856,70.26,0.1,454.1,0,33.3386,ANOMALY,81.2593,ANOMALY,CPU + Disk,CRITICAL
1,69.1,45.2,8660.7,170.953,31.4,2.4068,2.422,34.9739,70.08,-0.9,-101.7,0,22.1512,ANOMALY,43.3125,ANOMALY,CPU + Disk,CRITICAL
1,70.3,45.8,8573.5,406.779,31.9581,2.9153,2.8923,83.3982,69.92,1.2,87.2,1,34.6531,ANOMALY,86.2602,ANOMALY,CPU + Disk,CRITICAL
1,71.3,43.7,8893.6,515.939,32.4233,1.1356,1.1659,105.8129,70.12,1.0,-320.1,1,39.8306,ANOMALY,108.6818,ANOMALY,CPU + Disk,CRITICAL
1,69.5,45.8,8561.0,259.603,31.586,2.9153,2.9598,53.1772,70.04,-1.8,332.6,0,26.9646,ANOMALY,58.0096,ANOMALY,CPU + Disk,CRITICAL
1,68.8,44.8,8719.5,160.995,31.2605,2.0678,2.1049,32.9292,69.8,-0.7,-158.5,0,21.4732,ANOMALY,41.8726,ANOMALY,CPU + Disk,CRITICAL
1,69.8,44.4,8784.2,373.095,31.7256,1.7288,1.7559,76.4815,69.94,1.0,-64.7,0,32.4252,ANOMALY,79.7488,ANOMALY,CPU + Disk,CRITICAL
1,71.1,44.4,8786.8,385.63,32.3302,1.7288,1.7419,79.0554,70.1,1.3,-2.6,0,33.3056,ANOMALY,82.351,ANOMALY,CPU + Disk,CRITICAL
1,70.5,44.9,8702.9,500.554,32.0512,2.1525,2.1944,102.6538,69.94,-0.6,83.9,1,39.252,ANOMALY,105.2808,ANOMALY,CPU + Disk,CRITICAL
1,70.0,44.6,8759.7,275.484,31.8186,1.8983,1.8881,56.4382,70.04,-0.5,-56.8,0,27.5014,ANOMALY,61.1732,ANOMALY,CPU + Disk,CRITICAL
1,68.9,45.1,8678.4,210.079,31.307,2.322,2.3266,43.008,70.06,-1.1,81.3,0,24.0891,ANOMALY,49.418,ANOMALY,CPU + Disk,CRITICAL
1,19.7,71.4,4512.7,837.12,8.4233,24.6102,24.7941,171.7639,60.04,-49.2,4165.7,1,54.9882,ANOMALY,174.4793,ANOMALY,Memory + Disk,CRITICAL
1,20.4,67.1,5201.9,607.129,8.7488,20.9661,21.0769,124.5378,49.9,0.7,-689.2,1,42.0109,ANOMALY,125.9561,ANOMALY,Memory + Disk,CRITICAL
1,21.3,64.3,5649.5,598.819,9.1674,18.5932,18.6628,122.8314,40.06,0.9,-447.6,1,40.9068,ANOMALY,124.2278,ANOMALY,Memory + Disk,CRITICAL
1,23.6,75.7,3835.2,614.908,10.2372,28.2542,28.4481,126.1351,30.78,2.3,1814.3,1,45.5855,ANOMALY,127.4691,ANOMALY,Memory + Disk,CRITICAL
1,23.1,79.1,3303.3,599.867,10.0047,31.1356,31.3169,123.0466,21.62,-0.5,531.9,1,45.7244,ANOMALY,124.4897,ANOMALY,Memory + Disk,CRITICAL
1,25.7,85.1,2347.7,596.284,11.214,36.2203,36.4709,122.3109,22.82,2.6,955.6,1,47.8281,ANOMALY,124.1647,ANOMALY,Memory + Disk,CRITICAL
1,31.2,73.8,4144.3,551.007,13.7721,26.6441,26.781,113.0138,24.98,5.5,-1796.6,1,43.1356,ANOMALY,113.6505,ANOMALY,Memory + Disk,CRITICAL
1,24.9,73.4,4201.4,542.469,10.8419,26.3051,26.4731,111.2606,25.7,-6.3,-57.1,1,41.4175,ANOMALY,112.2424,ANOMALY,Memory + Disk,CRITICAL
1,20.7,68.8,4928.2,326.609,8.8884,22.4068,22.5531,66.9361,25.12,-4.2,-726.8,0,28.183,ANOMALY,67.981,ANOMALY,Memory + Disk,CRITICAL
1,14.9,84.9,2392.5,178.963,6.1907,36.0508,36.2293,36.6187,23.48,-5.8,2535.7,0,24.3112,ANOMALY,47.6047,ANOMALY,Memory + Disk,CRITICAL
1,15.6,70.4,4672.0,339.324,6.5163,23.7627,23.9349,69.547,21.46,0.7,-2279.5,0,28.3705,ANOMALY,71.0847,ANOMALY,Memory + Disk,CRITICAL
1,14.5,84.9,2385.1,419.04,6.0047,36.0508,36.2692,85.9158,18.12,-1.1,2286.9,1,36.575,ANOMALY,89.4164,ANOMALY,Memory + Disk,CRITICAL
1,20.4,75.2,3927.5,571.978,8.7488,27.8305,27.9503,117.3199,17.22,5.9,-1542.4,1,42.6121,ANOMALY,118.6474,ANOMALY,Memory + Disk,CRITICAL
1,13.7,83.7,2581.9,224.273,5.6326,35.0339,35.2078,45.9226,15.82,-6.7,1345.6,0,26.0564,ANOMALY,53.7053,ANOMALY,Memory + Disk,CRITICAL
1,14.3,75.3,3901.5,318.724,5.9116,27.9153,28.0906,65.317,15.7,0.6,-1319.6,0,28.5256,ANOMALY,67.928,ANOMALY,Memory + Disk,CRITICAL
1,13.5,83.7,2583.8,224.934,5.5395,35.0339,35.1975,46.0583,15.28,-0.8,1317.7,0,26.0495,ANOMALY,53.7613,ANOMALY,Memory + Disk,CRITICAL
1,17.9,74.8,3975.7,504.112,7.586,27.4915,27.6904,103.3844,15.96,4.4,-1391.9,1,38.5721,ANOMALY,104.9055,ANOMALY,Memory + Disk,CRITICAL
1,23.4,82.2,2808.5,563.181,10.1442,33.7627,33.9856,115.5136,16.56,5.5,1167.2,1,44.831,ANOMALY,117.2409,ANOMALY,Memory + Disk,CRITICAL
1,21.3,71.9,4446.5,332.286,9.1674,25.0339,25.1511,68.1018,18.08,-2.1,-1638.0,0,29.4953,ANOMALY,69.4123,ANOMALY,Memory + Disk,CRITICAL
1,19.4,76.5,3719.1,249.815,8.2837,28.9322,29.0743,51.1674,19.1,-1.9,727.4,0,26.2813,ANOMALY,54.9304,ANOMALY,Memory + Disk,CRITICAL
1,18.0,85.0,2372.3,140.101,7.6326,36.1356,36.3382,28.6388,20.0,-1.4,1346.8,0,22.9311,ANOMALY,43.1274,ANOMALY,Memory + Disk,CRITICAL
1,23.6,81.4,2933.0,417.585,10.2372,33.0847,33.3141,85.617,21.14,5.6,-560.7,1,37.1591,ANOMALY,87.9691,ANOMALY,Memory + Disk,CRITICAL
1,34.5,86.6,2115.7,447.022,15.307,37.4915,37.7222,91.6616,23.36,10.9,817.3,1,42.241,ANOMALY,94.1572,ANOMALY,Memory + Disk,CRITICAL
1,19.6,78.6,3387.9,302.75,8.3767,30.7119,30.8606,62.037,23.02,-14.9,-1272.2,0,29.6611,ANOMALY,65.2237,ANOMALY,Memory + Disk,CRITICAL
1,17.5,87.2,2020.4,289.509,7.4,38.0,38.2362,59.3181,22.64,-2.1,1367.5,0,31.1722,ANOMALY,66.0398,ANOMALY,Memory + Disk,CRITICAL
1,13.4,79.7,3214.3,118.903,5.493,31.6441,31.7969,24.286,21.72,-4.1,-1193.9,0,19.3976,ANOMALY,37.1898,ANOMALY,Memory + Disk,CRITICAL
1,10.7,75.3,3908.3,238.902,4.2372,27.9153,28.0539,48.9265,19.14,-2.7,-694.0,0,23.7454,ANOMALY,53.0594,ANOMALY,Memory + Disk,CRITICAL
1,12.8,78.7,3359.5,519.48,5.214,30.7966,31.0138,106.54,14.8,2.1,548.8,1,39.5754,ANOMALY,108.7801,ANOMALY,Memory + Disk,CRITICAL
1,15.0,85.4,2311.2,571.04,6.2372,36.4746,36.6678,117.1273,13.88,2.2,1048.3,1,44.6104,ANOMALY,119.6804,ANOMALY,Memory + Disk,CRITICAL
1,12.8,77.6,3542.8,172.736,5.214,29.8644,30.0252,35.34,12.94,-2.2,-1231.6,0,21.4294,ANOMALY,42.9691,ANOMALY,Memory + Disk,CRITICAL
1,11.1,83.8,2553.6,194.274,4.4233,35.1186,35.3604,39.7626,12.48,-1.7,989.2,0,24.0861,ANOMALY,49.8924,ANOMALY,Memory + Disk,CRITICAL
1,15.5,79.7,3216.3,148.986,6.4698,31.6441,31.7861,30.4632,13.44,4.4,-662.7,0,21.3289,ANOMALY,40.5344,ANOMALY,Memory + Disk,CRITICAL
1,15.9,87.5,1968.4,449.2,6.6558,38.2542,38.5166,92.1088,14.06,0.4,1247.9,1,39.1703,ANOMALY,95.856,ANOMALY,Memory + Disk,CRITICAL
1,21.6,80.8,3041.2,487.677,9.307,32.5763,32.7305,100.0097,15.38,5.7,-1072.8,1,40.1809,ANOMALY,101.7339,ANOMALY,Memory + Disk,CRITICAL
1,21.1,85.0,2365.6,477.318,9.0744,36.1356,36.3744,97.8825,17.04,-0.5,675.6,1,40.8314,ANOMALY,100.4898,ANOMALY,Memory + Disk,CRITICAL
1,16.0,76.4,3726.2,109.291,6.7023,28.8475,29.036,22.3123,18.02,-5.1,-1360.6,0,18.4216,ANOMALY,34.4271,ANOMALY,Memory + Disk,CRITICAL
1,15.2,85.2,2332.9,376.192,6.3302,36.3051,36.5507,77.1175,17.96,-0.8,1393.3,0,34.6042,ANOMALY,81.3373,ANOMALY,Memory + Disk,CRITICAL
1,19.5,77.7,3518.0,375.615,8.3302,29.9492,30.1589,76.999,18.68,4.3,-1185.1,0,33.1374,ANOMALY,79.2694,ANOMALY,Memory + Disk,CRITICAL
1,18.5,86.1,2198.4,503.789,7.8651,37.0678,37.2761,103.3181,18.06,-1.0,1319.6,1,42.0222,ANOMALY,105.9884,ANOMALY,Memory + Disk,CRITICAL
1,18.4,76.4,3727.6,327.995,7.8186,28.8475,29.0285,67.2207,17.52,-0.1,-1529.2,0,30.0926,ANOMALY,69.7129,ANOMALY,Memory + Disk,CRITICAL
1,13.4,77.2,3602.8,78.135,5.493,29.5254,29.7016,15.9148,17.0,-5.0,124.8,0,16.5715,ANOMALY,32.2702,ANOMALY,Memory + Disk,CRITICAL
1,13.3,72.9,4283.7,192.944,5.4465,25.8814,26.0292,39.4895,16.62,-0.1,-680.9,0,21.1612,ANOMALY,44.0945,ANOMALY,Memory + Disk,CRITICAL
1,15.9,79.5,3242.2,360.211,6.6558,31.4746,31.6465,73.8359,15.9,2.6,1041.5,0,32.1976,ANOMALY,76.6697,ANOMALY,Memory + Disk,CRITICAL
1,11.6,71.2,4552.3,135.075,4.6558,24.4407,24.5805,27.6068,14.52,-4.3,-1310.1,0,17.3672,ANOMALY,34.2559,ANOMALY,Memory + Disk,CRITICAL
1,15.2,80.3,3110.8,567.931,6.3302,32.1525,32.3552,116.4889,13.88,3.6,1441.5,1,42.9786,ANOMALY,118.6003,ANOMALY,Memory + Disk,CRITICAL
1,18.5,73.6,4171.5,356.835,7.8651,26.4746,26.6343,73.1427,14.9,3.3,-1060.7,0,30.7537,ANOMALY,74.7926,ANOMALY,Memory + Disk,CRITICAL
1,7.8,84.8,2396.2,168.582,2.8884,35.9661,36.2093,34.4871,13.8,-10.7,1775.3,0,22.4504,ANOMALY,47.1651,ANOMALY,Memory + Disk,CRITICAL
1,8.7,76.6,3699.6,181.036,3.307,29.0169,29.1795,37.0444,12.36,0.9,-1303.4,0,20.7967,ANOMALY,44.0318,ANOMALY,Memory + Disk,CRITICAL
1,9.7,83.4,2619.8,441.359,3.7721,34.7797,35.0033,90.4988,11.98,1.0,1079.8,1,36.3847,ANOMALY,93.9312,ANOMALY,Memory + Disk,CRITICAL
1,12.0,81.3,2962.9,342.292,4.8419,33.0,33.1529,70.1565,11.34,2.3,-343.1,0,31.0794,ANOMALY,73.836,ANOMALY,Memory + Disk,CRITICAL
1,17.7,77.2,3597.7,447.889,7.493,29.5254,29.7291,91.8396,11.18,5.7,-634.8,1,36.3623,ANOMALY,93.6817,ANOMALY,Memory + Disk,CRITICAL
1,13.1,82.3,2805.0,184.318,5.3535,33.8475,34.0045,37.7183,12.24,-4.6,792.7,0,23.4725,ANOMALY,46.9241,ANOMALY,Memory + Disk,CRITICAL
1,11.4,69.8,4765.7,165.68,4.5628,23.2542,23.4295,33.8912,12.78,-1.7,-1960.7,0,18.4982,ANOMALY,38.6741,ANOMALY,Memory + Disk,CRITICAL
1,12.1,79.3,3277.6,466.907,4.8884,31.3051,31.4555,95.7448,13.26,0.7,1488.1,1,36.901,ANOMALY,98.0469,ANOMALY,Memory + Disk,CRITICAL
1,13.1,88.2,1860.5,203.359,5.3535,38.8475,39.0986,41.6281,13.48,1.0,1417.1,0,26.2329,ANOMALY,53.3637,ANOMALY,Memory + Disk,CRITICAL
1,14.7,80.5,3074.6,449.093,6.0977,32.322,32.5504,92.0869,12.88,1.6,-1214.1,1,36.8534,ANOMALY,94.6345,ANOMALY,Memory + Disk,CRITICAL
1,14.8,86.6,2123.5,352.231,6.1442,37.4915,37.6801,72.1973,13.22,0.1,951.1,0,33.695,ANOMALY,76.9714,ANOMALY,Memory + Disk,CRITICAL
1,11.1,80.8,3037.7,136.348,4.4233,32.5763,32.7494,27.8682,13.16,-3.7,-914.2,0,20.1987,ANOMALY,40.0461,ANOMALY,Memory + Disk,CRITICAL
1,14.4,84.9,2392.7,488.575,5.9581,36.0508,36.2282,100.194,13.62,3.3,645.0,1,40.1116,ANOMALY,103.0073,ANOMALY,Memory + Disk,CRITICAL
1,8.5,77.8,3501.0,83.902,3.214,30.0339,30.2506,17.099,12.7,-5.9,-1108.3,0,16.1481,ANOMALY,33.69,ANOMALY,Memory + Disk,CRITICAL
1,11.1,86.4,2153.6,526.53,4.4233,37.322,37.5178,107.9877,11.98,2.6,1347.4,1,41.8975,ANOMALY,111.1391,ANOMALY,Memory + Disk,CRITICAL
1,13.4,80.8,3028.6,819.13,5.493,32.5763,32.7985,168.0698,11.7,2.3,-875.0,1,55.6941,ANOMALY,171.0358,ANOMALY,Memory + Disk,CRITICAL
1,14.4,72.3,4381.7,407.839,5.9581,25.3729,25.5006,83.6158,12.36,1.0,-1353.1,1,32.2124,ANOMALY,85.0912,ANOMALY,Memory + Disk,CRITICAL
1,7.5,78.7,3373.3,129.199,2.7488,30.7966,30.9394,26.4002,10.98,-6.9,1008.4,0,18.5284,ANOMALY,37.8905,ANOMALY,Memory + Disk,CRITICAL
1,8.8,85.9,2224.5,119.523,3.3535,36.8983,37.1354,24.4133,11.04,1.3,1148.8,0,20.4421,ANOMALY,42.3958,ANOMALY,Memory + Disk,CRITICAL
1,12.5,81.9,2863.4,526.033,5.0744,33.5085,33.6895,107.8856,11.32,3.7,-638.9,1,40.7925,ANOMALY,110.352,ANOMALY,Memory + Disk,CRITICAL
1,13.8,72.4,4354.9,577.383,5.6791,25.4576,25.6452,118.4298,11.4,1.3,-1491.5,1,40.8549,ANOMALY,120.2752,ANOMALY,Memory + Disk,CRITICAL
1,10.0,81.7,2897.6,294.603,3.9116,33.339,33.505,60.3641,10.52,-3.8,1457.3,0,28.3824,ANOMALY,65.2616,ANOMALY,Memory + Disk,CRITICAL
1,9.4,73.3,4215.3,198.015,3.6326,26.2203,26.3981,40.5308,10.9,-0.6,-1317.7,0,20.8251,ANOMALY,45.5349,ANOMALY,Memory + Disk,CRITICAL
1,9.1,84.4,2469.9,255.315,3.493,35.6271,35.8118,52.2967,10.96,-0.3,1745.4,0,27.0055,ANOMALY,59.4521,ANOMALY,Memory + Disk,CRITICAL
1,10.9,78.2,3448.6,289.459,4.3302,30.3729,30.5333,59.3078,10.64,1.8,-978.7,0,27.2457,ANOMALY,63.2307,ANOMALY,Memory + Disk,CRITICAL
